-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2015 through 12/31/2024 in LST
Location: latitude  19.07   longitude 72.88 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 97.15 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
YEAR,DOY,PRECTOTCORR
2023,114,0.0
2023,115,0.0
2023,116,0.31
2023,117,0.16
2023,118,0.21
2023,119,0.26
2023,120,0.77
2023,121,0.01
2023,122,1.54
2023,123,0.28
2023,124,0.16
2023,125,0.05
2023,126,0.09
2023,127,0.25
2023,128,0.83
2023,129,0.66
2023,130,0.17
2023,131,0.06
2023,132,0.01
2023,133,0.0
2023,134,0.0
2023,135,0.01
2023,136,0.03
2023,137,0.02
2023,138,0.01
2023,139,0.01
2023,140,0.03
2023,141,0.16
2023,142,0.27
2023,143,0.03
2023,144,0.12
2023,145,0.34
2023,146,2.23
2023,147,0.77
2023,148,0.57
2023,149,0.86
2023,150,1.41
2023,151,0.46
2023,152,0.45
2023,153,0.99
2023,154,1.59
2023,155,3.67
2023,156,2.68
2023,157,0.2
2023,158,0.18
2023,159,0.13
2023,160,2.95
2023,161,3.67
2023,162,0.67
2023,163,6.14
2023,164,2.62
2023,165,10.22
2023,166,3.32
2023,167,2.52
2023,168,1.75
2023,169,0.6
2023,170,0.3
2023,171,0.37
2023,172,0.38
2023,173,1.49
2023,174,2.76
2023,175,55.03
2023,176,48.76
2023,177,60.95
2023,178,64.05
2023,179,55.61
2023,180,20.18
2023,181,98.85
2023,182,37.16
2023,183,26.88
2023,184,40.78
2023,185,33.35
2023,186,18.17
2023,187,41.31
2023,188,58.42
2023,189,24.86
2023,190,13.56
2023,191,6.49
2023,192,5.06
2023,193,8.38
2023,194,23.03
2023,195,30.68
2023,196,14.66
2023,197,25.31
2023,198,52.73
2023,199,129.54
2023,200,136.7
2023,201,63.91
2023,202,78.36
2023,203,60.22
2023,204,48.71
2023,205,61.74
2023,206,60.93
2023,207,112.09
2023,208,80.52
2023,209,52.54
2023,210,25.27
2023,211,18.35
2023,212,15.75
2023,213,16.14
2023,214,7.61
2023,215,5.84
2023,216,13.43
2023,217,8.19
2023,218,5.59
2023,219,3.39
2023,220,4.73
2023,221,5.86
2023,222,9.57
2023,223,4.05
2023,224,4.83
2023,225,5.99
2023,226,2.91
2023,227,2.44
2023,228,3.93
2023,229,2.77
2023,230,2.64
2023,231,6.83
2023,232,8.01
2023,233,4.27
2023,234,9.25
2023,235,6.84
2023,236,12.16
2023,237,17.75
2023,238,19.21
2023,239,18.6
2023,240,10.12
2023,241,1.43
2023,242,0.25
2023,243,0.28
2023,244,10.61
2023,245,23.17
2023,246,3.75
2023,247,1.19
2023,248,0.67
2023,249,3.23
2023,250,69.38
2023,251,66.91
2023,252,14.62
2023,253,5.8
2023,254,3.58
2023,255,1.38
2023,256,4.79
2023,257,6.99
2023,258,2.06
2023,259,7.68
2023,260,9.28
2023,261,16.68
2023,262,12.85
2023,263,18.3
2023,264,31.49
2023,265,17.51
2023,266,32.05
2023,267,13.16
2023,268,14.84
2023,269,19.45
2023,270,20.73
2023,271,17.43
2023,272,16.05
2023,273,18.01
2023,274,13.51
2023,275,10.45
2023,276,0.01
2023,277,0.0
2023,278,0.01
2023,279,0.04
2023,280,0.0
2023,281,0.0
2023,282,0.0
2023,283,0.0
2023,284,0.0
2023,285,0.0
2023,286,0.05
2023,287,0.08
2023,288,0.21
2023,289,0.4
2023,290,0.45
2023,291,0.04
2023,292,0.01
2023,293,0.02
2023,294,0.01
2023,295,0.05
2023,296,0.0
2023,297,0.0
2023,298,0.0
2023,299,0.0
2023,300,0.0
2023,301,0.0
2023,302,0.0
2023,303,0.0
2023,304,0.0
2023,305,0.0
2023,306,0.0
2023,307,0.0
2023,308,0.0
2023,309,0.01
2023,310,0.01
2023,311,0.0
2023,312,3.53
2023,313,0.72
2023,314,11.2
2023,315,1.33
2023,316,0.0
2023,317,0.0
2023,318,0.0
2023,319,0.0
2023,320,0.0
2023,321,0.0
2023,322,0.0
2023,323,0.0
2023,324,0.0
2023,325,0.0
2023,326,0.0
2023,327,0.0
2023,328,0.01
2023,329,1.59
2023,330,6.62
2023,331,5.52
2023,332,0.08
2023,333,0.0
2023,334,0.08
2023,335,0.09
2023,336,0.04
2023,337,0.0
2023,338,0.02
2023,339,0.0
2023,340,0.0
2023,341,0.01
2023,342,0.0
2023,343,0.0
2023,344,0.0
2023,345,0.0
2023,346,0.0
2023,347,0.0
2023,348,0.0
2023,349,0.0
2023,350,0.0
2023,351,0.05
2023,352,0.33
2023,353,0.0
2023,354,0.0
2023,355,0.0
2023,356,0.0
2023,357,0.0
2023,358,0.0
2023,359,0.0
2023,360,0.0
2023,361,0.0
2023,362,0.0
2023,363,0.0
2023,364,0.0
2023,365,0.0
2024,1,0.0
2024,2,0.0
2024,3,0.0
2024,4,0.0
2024,5,0.0
2024,6,0.0
2024,7,0.02
2024,8,0.05
2024,9,0.98
2024,10,0.02
2024,11,0.0
2024,12,0.0
2024,13,0.0
2024,14,0.0
2024,15,0.0
2024,16,0.0
2024,17,0.0
2024,18,0.0
2024,19,0.0
2024,20,0.0
2024,21,0.0
2024,22,0.0
2024,23,0.0
2024,24,0.0
2024,25,0.0
2024,26,0.0
2024,27,0.0
2024,28,0.0
2024,29,0.0
2024,30,0.0
2024,31,0.0
2024,32,0.04
2024,33,0.0
2024,34,0.0
2024,35,0.0
2024,36,0.0
2024,37,0.0
2024,38,0.0
2024,39,0.0
2024,40,0.0
2024,41,0.0
2024,42,0.0
2024,43,0.0
2024,44,0.0
2024,45,0.0
2024,46,0.0
2024,47,0.0
2024,48,0.0
2024,49,0.0
2024,50,0.0
2024,51,0.0
2024,52,0.0
2024,53,0.0
2024,54,0.0
2024,55,0.0
2024,56,0.0
2024,57,0.0
2024,58,0.01
2024,59,0.0
2024,60,0.18
2024,61,0.95
2024,62,0.37
2024,63,0.09
2024,64,0.0
2024,65,0.0
2024,66,0.0
2024,67,0.0
2024,68,0.0
2024,69,0.0
2024,70,0.0
2024,71,0.02
2024,72,0.03
2024,73,0.0
2024,74,0.0
2024,75,0.0
2024,76,0.0
2024,77,0.0
2024,78,0.0
2024,79,0.08
2024,80,0.02
2024,81,0.01
2024,82,0.1
2024,83,0.02
2024,84,0.0
2024,85,0.01
2024,86,0.02
2024,87,0.06
2024,88,0.03
2024,89,0.25
2024,90,0.01
2024,91,0.01
2024,92,0.0
2024,93,0.0
2024,94,0.0
2024,95,0.0
2024,96,0.19
2024,97,0.43
2024,98,0.0
2024,99,0.0
2024,100,0.01
2024,101,0.01
2024,102,0.01
2024,103,0.01
2024,104,0.0
2024,105,0.02
2024,106,0.02
2024,107,0.02
2024,108,0.01
2024,109,0.07
2024,110,0.05
2024,111,0.31
2024,112,0.77
2024,113,0.16
2024,114,0.0
2024,115,0.33
2024,116,0.21
2024,117,0.41
2024,118,0.22
2024,119,0.03
2024,120,0.01
2024,121,0.03
2024,122,0.0
2024,123,0.0
2024,124,0.0
2024,125,0.01
2024,126,0.04
2024,127,0.07
2024,128,0.06
2024,129,0.12
2024,130,0.1
2024,131,1.41
2024,132,4.43
2024,133,7.3
2024,134,3.05
2024,135,5.09
2024,136,8.77
2024,137,2.38
2024,138,1.55
2024,139,0.71
2024,140,0.86
2024,141,1.12
2024,142,0.76
2024,143,0.82
2024,144,0.19
2024,145,0.05
2024,146,0.13
2024,147,0.16
2024,148,0.05
2024,149,0.07
2024,150,0.19
2024,151,0.13
2024,152,0.11
2024,153,0.23
2024,154,0.29
2024,155,5.19
2024,156,7.05
2024,157,4.87
2024,158,2.85
2024,159,2.26
2024,160,23.64
2024,161,30.5
2024,162,20.5
2024,163,7.2
2024,164,5.78
2024,165,15.41
2024,166,14.07
2024,167,3.19
2024,168,2.12
2024,169,4.3
2024,170,16.5
2024,171,22.81
2024,172,32.23
2024,173,16.57
2024,174,12.65
2024,175,13.84
2024,176,11.49
2024,177,4.34
2024,178,20.03
2024,179,39.71
2024,180,42.02
2024,181,20.19
2024,182,12.74
2024,183,23.8
2024,184,25.75
2024,185,6.79
2024,186,13.04
2024,187,18.03
2024,188,39.52
2024,189,58.64
2024,190,56.74
2024,191,40.59
2024,192,13.21
2024,193,20.43
2024,194,80.45
2024,195,92.31
2024,196,53.06
2024,197,30.52
2024,198,9.37
2024,199,25.98
2024,200,48.74
2024,201,43.23
2024,202,69.62
2024,203,87.64
2024,204,70.85
2024,205,61.65
2024,206,67.36
2024,207,142.54
2024,208,21.55
2024,209,13.78
2024,210,28.97
2024,211,41.28
2024,212,33.89
2024,213,21.69
2024,214,28.05
2024,215,33.26
2024,216,103.94
2024,217,41.18
2024,218,19.7
2024,219,17.03
2024,220,11.21
2024,221,8.99
2024,222,11.6
2024,223,9.25
2024,224,8.32
2024,225,3.94
2024,226,2.71
2024,227,1.02
2024,228,0.64
2024,229,1.28
2024,230,20.13
2024,231,42.32
2024,232,19.39
2024,233,5.64
2024,234,2.15
2024,235,3.98
2024,236,15.2
2024,237,67.52
2024,238,58.74
2024,239,34.42
2024,240,23.38
2024,241,15.4
2024,242,7.8
2024,243,7.34
2024,244,3.64
2024,245,2.75
2024,246,21.39
2024,247,13.67
2024,248,15.46
2024,249,21.4
2024,250,14.01
2024,251,16.13
2024,252,6.61
2024,253,9.06
2024,254,8.47
2024,255,9.33
2024,256,6.03
2024,257,2.91
2024,258,10.11
2024,259,11.88
2024,260,3.16
2024,261,2.3
2024,262,0.99
2024,263,0.1
2024,264,0.29
2024,265,0.48
2024,266,8.46
2024,267,22.04
2024,268,45.96
2024,269,70.9
2024,270,74.73
2024,271,66.92
2024,272,9.71
2024,273,4.17
2024,274,1.09
2024,275,0.5
2024,276,2.4
2024,277,1.13
2024,278,0.18
2024,279,0.04
2024,280,6.54
2024,281,0.39
2024,282,2.08
2024,283,7.3
2024,284,43.1
2024,285,34.61
2024,286,1.62
2024,287,34.7
2024,288,5.03
2024,289,9.34
2024,290,6.89
2024,291,3.83
2024,292,6.57
2024,293,7.19
2024,294,11.86
2024,295,1.25
2024,296,4.38
2024,297,1.97
2024,298,0.03
2024,299,0.0
2024,300,0.0
2024,301,0.0
2024,302,0.0
2024,303,0.97
2024,304,0.84
2024,305,0.04
2024,306,0.01
2024,307,0.0
2024,308,0.0
2024,309,0.0
2024,310,0.0
2024,311,0.0
2024,312,0.0
2024,313,0.0
2024,314,0.0
2024,315,0.0
2024,316,0.0
2024,317,0.0
2024,318,0.0
2024,319,0.0
2024,320,0.45
2024,321,0.05
2024,322,0.0
2024,323,0.01
2024,324,0.0
2024,325,0.0
2024,326,0.0
2024,327,0.0
2024,328,0.0
2024,329,0.0
2024,330,0.0
2024,331,0.0
2024,332,0.0
2024,333,0.01
2024,334,0.06
2024,335,0.0
2024,336,0.02
2024,337,0.24
2024,338,1.14
2024,339,2.52
2024,340,0.21
2024,341,0.02
2024,342,0.0
2024,343,0.0
2024,344,0.0
2024,345,0.0
2024,346,0.0
2024,347,0.0
2024,348,0.0
2024,349,0.17
2024,350,0.23
2024,351,0.0
2024,352,0.0
2024,353,0.0
2024,354,0.0
2024,355,0.0
2024,356,0.0
2024,357,0.02
2024,358,0.01
2024,359,0.0
2024,360,0.0
2024,361,0.0
2024,362,0.01
2024,363,0.48
2024,364,0.04
2024,365,0.0
2024,366,0.0
